,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
2004,FOUR,XxPunkGothxX,Dec 23 2018,please please please update! ,0.0,0.122,0.878,0.7345
2005,FOUR,XxPunkGothxX,Dec 23 2018,ha  nice one ,0.0,0.161,0.839,0.6369
2006,FOUR,hiddenlikemoon,Dec 19 2018,I am loving this book ,0.0,0.435,0.565,0.5994
2007,FOUR,hiddenlikemoon,Dec 19 2018,Emo ,0.0,1.0,0.0,0.0
2008,FOUR,hiddenlikemoon,Dec 19 2018,BURNNNNNNNNNNNNNN ,0.0,1.0,0.0,0.0
2009,FOUR,hiddenlikemoon,Dec 19 2018,Crazy ,1.0,0.0,0.0,-0.34
2010,FOUR,hiddenlikemoon,Dec 19 2018,I am shooketh ,0.0,1.0,0.0,0.0
2011,FOUR,hiddenlikemoon,Dec 19 2018,My god ,0.0,0.323,0.677,0.2732
2012,FOUR,hiddenlikemoon,Dec 19 2018,HELLO THERE ,0.0,1.0,0.0,0.0
2013,FOUR,wonder_s,Dec 18 2018,This book is amazing can't wait to read the rest ,0.0,0.703,0.297,0.5859
2014,FOUR,bitteur,Dec 18 2018,DAMN SAVAGE ,1.0,0.0,0.0,-0.6908
2015,FOUR,bitteur,Dec 18 2018,Tf ,0.0,1.0,0.0,0.0
2016,FOUR,RubyWings,Dec 18 2018,Oooooooh sshhiiiiiiiitt  face with tears of joy  face with tears of joy  face with tears of joy  ,0.203,0.391,0.406,0.8271
2017,FOUR,bitteur,Dec 18 2018,YES BABE ,0.0,0.27,0.73,0.4019
2018,FOUR,nessya_1,Dec 18 2018,ooft ,0.0,1.0,0.0,0.0
2019,FOUR,AndIOopwhat,Dec 18 2018,He went there ,0.0,1.0,0.0,0.0
2020,FOUR,AndIOopwhat,Dec 18 2018,Uh ,0.0,1.0,0.0,0.0
2021,FOUR,AndIOopwhat,Dec 18 2018,HE'S A LEATHER BOOT KIND OF GUY ,0.0,1.0,0.0,0.0
2022,FOUR,squiij,Dec 17 2018,ouch ,0.0,1.0,0.0,0.0
2023,FOUR,squiij,Dec 17 2018,happy fish ,0.0,0.213,0.787,0.5719
2024,FOUR,squiij,Dec 17 2018,you nut!!! ,0.0,1.0,0.0,0.0
2025,FOUR,squiij,Dec 17 2018,helloooo good looking....tell us whats cooking... ,0.0,0.633,0.367,0.4404
2026,FOUR,squiij,Dec 17 2018,oooooh la la  beaming face with smiling eyes a hot blooded male red heart  ,0.0,0.8,0.2,0.4588
2027,FOUR,squiij,Dec 17 2018,ahhhhhhhhh red heart  red heart  red heart  red heart  red heart  red heart  red heart  red heart  ,0.0,1.0,0.0,0.0
2028,FOUR,ESJohnson,Dec 17 2018,Hades is like Tristan on steroids ,0.0,0.667,0.333,0.3612
2029,FOUR,ESJohnson,Dec 17 2018,The burnnnnnn ,0.0,1.0,0.0,0.0
2030,FOUR,ESJohnson,Dec 17 2018,Same ,0.0,1.0,0.0,0.0
2031,FOUR,ESJohnson,Dec 17 2018, neutral face   These gods are messed up  face with tears of joy  face with tears of joy  face with tears of joy  ,0.235,0.435,0.33,0.743
2032,FOUR,ESJohnson,Dec 17 2018,Help us ,0.0,0.27,0.73,0.4019
2033,FOUR,ESJohnson,Dec 17 2018,I thought you were the Devil ,0.524,0.476,0.0,-0.6597
2034,FOUR,AudenNyx,Dec 17 2018,Cannot WAIT for the next chapter ,0.0,1.0,0.0,0.0
2035,FOUR,StarsNDSkies,Dec 17 2018,Whose daughter will be ur queen..So yeahhh... ,0.0,1.0,0.0,0.0
2036,FOUR,elynsea,Dec 17 2018,Aphrodites totally insane man! Poseidon's so cool! ,0.309,0.432,0.259,-0.1495
2037,FOUR,queenlythefirst,Dec 17 2018,Huh...forgot about this part ,0.0,1.0,0.0,0.0
2038,FOUR,midastouch-,Aug 18 2018,Now  you cant have a thing going with the daughter if you had a thing going with the mother. This better just be regular dislike. ,0.098,0.792,0.109,0.0772
2039,FOUR,midastouch-,Aug 18 2018,I fucking knew she had to go  she's insane,0.278,0.722,0.0,-0.4019
2040,FOUR,midastouch-,Aug 18 2018,Of course?? You haven't been there since the dawn of eternity  I'd be shook too ,0.112,0.888,0.0,-0.1926
2041,FOUR,GODSGRAVE,Aug 18 2018,zeus u ass  hes cunning i have to admit   oml im sensing a strain in the demeter-hades sibling relationship nonbsbn this is good aaaah <3 ,0.16,0.58,0.259,0.4404
2042,FOUR,-POINTBREAK-,Aug 02 2018,She's mad but I love her ,0.193,0.275,0.532,0.6908
2043,FOUR,Addie_Belle,Jul 26 2018,This chapter was very well written  as usual. I think Hades and Persephone are two sides of the same coin and will have an interesting relationship. Your take on these classic gods is amazing. This book is destined to be stellar. I wish you luck! ,0.0,0.719,0.281,0.9311
2044,FOUR,Addie_Belle,Jul 26 2018,hhahah. I actually laughed aloud! ,0.0,0.477,0.523,0.5093
2045,FOUR,Addie_Belle,Jul 26 2018,Oooh. I don't think I've ever seen Aphrodite depicted in a dark light. This is an interesting spin! Way to go! ,0.0,0.846,0.154,0.508
2046,FOUR,Addie_Belle,Jul 26 2018,Okay  I feel like I spoke to soon about wanting persophone and Hade's povs lol. ,0.0,0.581,0.419,0.7351
2047,FOUR,Moonlight_Rose9,Jul 25 2018,I really liked your use of words. I have loved  reading your book and it feels great to be reading them  ) ,0.0,0.591,0.409,0.902
2048,FOUR,Moonlight_Rose9,Jul 25 2018,OMW!! He's so awesome in my opinion hehe  face savoring food  grinning face with sweat  face with tears of joy  ,0.063,0.533,0.404,0.9047
2049,FOUR,Moonlight_Rose9,Jul 25 2018,Hehehe ,0.0,1.0,0.0,0.0
2050,FOUR,Moonlight_Rose9,Jul 25 2018, face with tears of joy  ,0.218,0.345,0.437,0.4404
2051,FOUR,Moonlight_Rose9,Jul 25 2018,What an impression  grinning face with sweat  face with tears of joy  ,0.105,0.442,0.453,0.743
2052,FOUR,chriscalaghan,Jul 23 2018,Well  people die every second so...  thinking face  nothing new ? ,0.279,0.571,0.15,-0.4215
2053,FOUR,gobliii8990By,Jul 20 2018,Dammn.... he's giving us these rebellious  grunge vibes. ,0.208,0.566,0.226,0.0516
2054,FOUR,diredragons,Jul 19 2018,I love your writing  I love the characters. My heart aches for Hades  I feel like the bitterness stems from those around him. ,0.154,0.49,0.356,0.802
2055,FOUR,underwlds,Jul 19 2018,hades doesn't take anyone's crap and i'm here for this. hades  you tell them how it is! everyone needs to be knocked down a peg. ,0.0,0.903,0.097,0.3561
2056,FOUR,underwlds,Jul 19 2018,get some ice for that burn! ,0.0,1.0,0.0,0.0
2057,FOUR,brainfart_,Jul 18 2018,I'm attracted to Hades is this normal? Love the way you've portrayed him!! ,0.0,0.592,0.408,0.8217
2058,FOUR,VanillaCoca,Jul 18 2018,A little ironic  face with tears of joy  face with tears of joy  ,0.255,0.357,0.388,0.6801
2059,FOUR,16wolfheart16,Jul 17 2018,Yes  Hades! That's the proper way to make a scene! And I love the way you've written Aphrodite. She reminds me of a snake hiding in flowers. ,0.072,0.684,0.244,0.7418
2060,FOUR,xoxo_celeste,Jul 17 2018,I am so used to reading about Aphrodite from Rick Riordan's books so it's very weird for me to see her like this  face with tears of joy  face with tears of joy  face with tears of joy  ,0.156,0.57,0.273,0.8378
2061,FOUR,xoxo_celeste,Jul 17 2018,Okay  okay  okay  I'll admit it. Zeus is my boy and I love him  red heart  red heart  red heart  ,0.0,0.545,0.455,0.8658
2062,FOUR,praaaaachii,Jul 15 2018,I'm already rooting for my emotionally unavailable man seatbelt has been tucked in let's binge read the shi t out of this ,0.0,1.0,0.0,0.0
2063,FOUR,praaaaachii,Jul 15 2018,One more nutcase. Nice. ,0.0,0.494,0.506,0.4728
2064,FOUR,praaaaachii,Jul 15 2018,What a nutcase ,0.0,1.0,0.0,0.0
2065,FOUR,praaaaachii,Jul 15 2018,It's interesting to see how the two have wildly different approaches to each other ,0.0,0.828,0.172,0.4019
2066,FOUR,brekkers,Jul 11 2018,He's bitter because they make him that way  and it's honestly incredibly sad ,0.323,0.521,0.156,-0.4927
2067,FOUR,brekkers,Jul 11 2018,Uh oh... ,0.0,1.0,0.0,0.0
2068,FOUR,brekkers,Jul 11 2018,Hahaha I love Poseidon  face with tears of joy  I love him so much lol ,0.068,0.252,0.68,0.9582
2069,FOUR,brekkers,Jul 11 2018,Oh he's got that right  bitch is insane man ,0.481,0.519,0.0,-0.7579
2070,FOUR,brekkers,Jul 11 2018,Damn she has a serious wrath holy shite. She's evil killing lovers because she didn't get what she wanted! Such a spoiled brat for a woman haha  face with tears of joy  ,0.325,0.455,0.221,-0.5848
2071,FOUR,brekkers,Jul 11 2018,Aphrodite is such a naughty girl lmao so naughty  face with tears of joy  ,0.097,0.51,0.393,0.7783
2072,FOUR,0riginalQueen,Jul 10 2018,There is going to be a lot of drama in the next chapter isn't there? No one told Demeter of Zeus planning to have his daughter marry Hades... ,0.0,0.932,0.068,0.2235
2073,FOUR,BooksOfAnyKind,Jul 10 2018,The scary ones are always the most fun to unravel. ,0.216,0.541,0.243,0.101
2074,FOUR,BooksOfAnyKind,Jul 10 2018,Aphrodite  Goddess of mad love. lol. ,0.242,0.227,0.53,0.5859
2075,FOUR,brekkers,Jul 10 2018,Lol what else did he mean?  face with tears of joy  ,0.115,0.485,0.4,0.6908
2076,FOUR,brekkers,Jul 10 2018,Agghh your writing is the writing of a goddess omg ,0.0,1.0,0.0,0.0
2077,FOUR,brekkers,Jul 10 2018,Well goddam Hades  settle down now  or just keep being sexy and don't  winking face  ,0.167,0.571,0.262,0.25
2078,FOUR,xoxo_celeste,Jul 08 2018,She's a mad women. WHERE IS THE MENTAL HOSPITAL WHEN YOU NEED ONE? ,0.225,0.775,0.0,-0.4939
2079,FOUR,riyamcyriac,Jul 07 2018,"I think Hades is hilarious in this chapter. ""I don't think you know how the underworld works  brother."" A d wow I didn't expect Aphrodite's to KILL lovers but she is a nutjib. I still love her she gets what she wants. I don't know why Zeus cares much about Persephone because he has like a million kids but works with me. ",0.046,0.674,0.28,0.9458
2080,FOUR,beautyinadrop,Jul 06 2018,I just thought of something  because hades is zues' brother  and persephone is zues' daughter  doesnt that mean hades is persephone's uncle? ,0.0,1.0,0.0,0.0
2081,FOUR,heartsails,Jul 04 2018,DAMN ,1.0,0.0,0.0,-0.4019
2082,FOUR,heartsails,Jul 04 2018,I take back my previous comment about loving her ,0.0,0.642,0.358,0.5994
2083,FOUR,heartsails,Jul 04 2018,I JUST LOVE HER  face with tears of joy  ,0.122,0.32,0.559,0.8331
2084,FOUR,MoonyChris,Jul 04 2018,Once again  a delight to read your doings. So  Aphrodite is a psycho  Hades is pretty cool. Daddy is acting weird and sometimes dumb. Everything about this seems cool.... ,0.137,0.604,0.258,0.6597
2085,FOUR,MoonyChris,Jul 04 2018,Hello Demeter ,0.0,1.0,0.0,0.0
2086,FOUR,MoonyChris,Jul 04 2018,How does she like him. Idek ,0.0,0.667,0.333,0.3612
2087,FOUR,MoonyChris,Jul 04 2018,You are iNsAnE ,0.574,0.426,0.0,-0.4019
2088,FOUR,MoonyChris,Jul 04 2018,Why did you do that DaAaAadY ,0.0,1.0,0.0,0.0
2089,FOUR,MoonyChris,Jul 04 2018,Well  mister curse ,0.53,0.152,0.318,-0.34
2090,FOUR,MoonyChris,Jul 04 2018,She is a psychotic psychopath ,0.0,1.0,0.0,0.0
2091,FOUR,MoonyChris,Jul 04 2018,She is crazy as ish ,0.375,0.625,0.0,-0.34
2092,FOUR,MoonyChris,Jul 04 2018,Aphrodite you scheming little thing ,0.0,1.0,0.0,0.0
2093,FOUR,MoonyChris,Jul 04 2018,Dayum ,0.0,1.0,0.0,0.0
2094,FOUR,MoonyChris,Jul 04 2018,Zeus is lazy lounging today xD ,0.243,0.388,0.369,0.3182
2095,FOUR,awtsider,Jul 03 2018,Geee. Crazy alert. ,0.429,0.179,0.393,-0.0516
2096,FOUR,boimccall,Jun 26 2018,I swEar I just snorted I can't ,0.286,0.714,0.0,-0.0516
2097,FOUR,boimccall,Jun 26 2018,mOOD ,0.0,1.0,0.0,0.0
2098,FOUR,indiathegrouch,Jun 20 2018,hades has always been my favorite god for some odd reason ,0.149,0.519,0.331,0.4215
2099,FOUR,indiathegrouch,Jun 20 2018,oh . my . gosh ,0.0,1.0,0.0,0.0
2100,FOUR,klarasofe,Jun 19 2018,I love Hades. I JUST DO  OKAY?! ,0.0,0.471,0.529,0.6696
2101,FOUR,klarasofe,Jun 19 2018,What the heck is this woman's PROBLEM?!?! ,0.422,0.578,0.0,-0.6572
2102,FOUR,olympuses,Jun 18 2018,I love how flawed and dark the gods are????? ,0.0,0.576,0.424,0.7319
2103,FOUR,olympuses,Jun 18 2018,I'm hooked this version of Aphrodite is amazing ,0.0,0.648,0.352,0.5859
2104,FOUR,runningrightback,Jun 14 2018,i love the way he is?  its so cool ,0.0,0.455,0.545,0.8015
2105,FOUR,1-800-BOUJEE,Jun 05 2018,Yes throw that shADE ,0.0,0.526,0.474,0.4019
2106,FOUR,heavyyhearts,Jun 02 2018,These puns are amazing ,0.0,0.441,0.559,0.5859
2107,FOUR,MissMarleneYoung,May 13 2018,is it bad that i really like aphrodite in this ,0.263,0.527,0.21,-0.1796
2108,FOUR,MissMarleneYoung,May 13 2018,OOF ,0.0,1.0,0.0,0.0
2109,FOUR,TheLlamaPope,May 08 2018,s a v a g e ,0.0,0.0,0.0,0.0
2110,FOUR,TheLlamaPope,May 08 2018,W H A T ,0.0,0.0,0.0,0.0
2111,FOUR,halimalfoy,May 02 2018, broken heart  ,0.756,0.244,0.0,-0.4767
2112,FOUR,halimalfoy,May 02 2018,oh  she really is the devil ,0.483,0.517,0.0,-0.6872
2113,FOUR,halimalfoy,May 02 2018,tHE IRONY ,0.659,0.341,0.0,-0.2342
2114,FOUR,halimalfoy,May 02 2018,bangdadadang ,0.0,1.0,0.0,0.0
2115,FOUR,catalysing,Apr 19 2018,lmao ,0.0,0.0,1.0,0.5994
2116,FOUR,vintagebeats,Apr 11 2018,Well he has a point ,0.0,0.588,0.412,0.2732
2117,FOUR,artoxicated,Apr 11 2018,this is what i love about hades damn boy  face with tears of joy  ,0.213,0.417,0.37,0.6597
2118,FOUR,sarcasticbitchQueen,Mar 29 2018,That is sociopathic...even for gods... ,0.0,1.0,0.0,0.0
2119,FOUR,catalina-rose,Mar 28 2018,APHRODITE WHY ,0.0,1.0,0.0,0.0
2120,FOUR,catalina-rose,Mar 28 2018,Me in geometry. ,0.0,1.0,0.0,0.0
2121,FOUR,gulabjamuns,Mar 21 2018,Is there some bad blood between them? ,0.368,0.632,0.0,-0.5423
2122,FOUR,gulabjamuns,Mar 21 2018,She's messing with both the ruler of the skies and the ruler of the dead but remains unbothered. Either she is very brace or very stupid  face with tears of joy  ,0.238,0.639,0.123,-0.5913
2123,FOUR,gulabjamuns,Mar 21 2018,That shade  clapping hands  ,0.0,1.0,0.0,0.0
2124,FOUR,gulabjamuns,Mar 21 2018,... ,0.0,1.0,0.0,0.0
2125,FOUR,gulabjamuns,Mar 21 2018,So...the goddess of love is a psychopath ,0.0,0.543,0.457,0.6369
2126,FOUR,gulabjamuns,Mar 21 2018,that pun though  face with tears of joy  ,0.162,0.513,0.325,0.4404
2127,FOUR,reverielles,Mar 08 2018,wow  someone ate a little too much salt today ,0.0,0.648,0.352,0.5859
2128,FOUR,reverielles,Mar 08 2018,i don't even what aphrodite is after this book ,0.0,1.0,0.0,0.0
2129,FOUR,reverielles,Mar 08 2018,never thought 'aphrodite' and 'devil' would be in the same line ,0.0,1.0,0.0,0.0
2130,FOUR,themrsnakebite,Mar 05 2018,OHH ,0.0,1.0,0.0,0.0
2131,FOUR,collaterals,Feb 19 2018,Oops ,0.0,1.0,0.0,0.0
2132,FOUR,collaterals,Feb 19 2018,APHRODITE I DON'T KNOW WHAT MY FEELINGS FOR YOU ARE ,0.0,1.0,0.0,0.0
2133,FOUR,PRXSLEYS,Feb 19 2018,am i the only one who thinks of Pitch Black from   ʳᶦˢᵉ ᵒᶠ ᵗʰᵉ ᵍᵘᵃʳᵈᶦᵃⁿˢ  ? ,0.0,1.0,0.0,0.0
2134,FOUR,technycolor,Feb 19 2018,He's so emo and i live for it ,0.0,1.0,0.0,0.0
2135,FOUR,technycolor,Feb 19 2018,Dramatic exit isn't it ,0.0,1.0,0.0,0.0
2136,FOUR,technycolor,Feb 19 2018,jeSUS CHRIST she did that ,0.0,1.0,0.0,0.0
2137,FOUR,technycolor,Feb 19 2018,He aint taking any of your shit  zeus,0.34,0.66,0.0,-0.5574
2138,FOUR,LIQUIFIEDSYMPHONY,Feb 18 2018,APHRODITE IS SUCH A CHARMING BITCH ISNT SHE ,0.302,0.397,0.302,0.0
2139,FOUR,LIQUIFIEDSYMPHONY,Feb 18 2018,AND I HONESTLY DONT KNOW WHY ,0.0,0.571,0.429,0.4588
2140,FOUR,LIQUIFIEDSYMPHONY,Feb 18 2018,I STILL IKE HADES THOUGH ,0.0,1.0,0.0,0.0
2141,FOUR,Katana_kitty,Feb 18 2018,It gets weird everytime they confirm the familial bonds ,0.175,0.825,0.0,-0.1779
2142,FOUR,-ater-,Feb 17 2018,Yeah!!! Baayyybeee!! ,0.0,0.229,0.771,0.5216
2143,FOUR,Leannea,Feb 17 2018,love love love!! ,0.0,0.0,1.0,0.9347
2144,FOUR,suga-crush,Feb 17 2018,Oml I just realized I took a really long break after my finals  And I haven't even finished my story that I was supposed to finish ,0.0,1.0,0.0,0.0
2145,FOUR,suga-crush,Feb 17 2018,swearing hades = hot hades ,0.4,0.6,0.0,-0.25
2146,FOUR,suga-crush,Feb 17 2018,Oh my god  face with tears of joy  ,0.148,0.391,0.461,0.6124
2147,FOUR,suga-crush,Feb 17 2018, face with tears of joy  ,0.218,0.345,0.437,0.4404
2148,FOUR,suga-crush,Feb 17 2018,Damn ,1.0,0.0,0.0,-0.4019
2149,FIVE,_xxbaddest_bitchxx_,Nov 18 2020,All I could think of in this description was Rapunzel finally leaving her tower lol ,0.0,0.823,0.177,0.4215
2150,FIVE,meryllazuli227,Nov 14 2020,It's like Apollo is the fücker in all ur books ,0.0,0.783,0.217,0.3612
2151,FIVE,crackolaa,Nov 13 2020,I THOUGHT HERMES WAS BETTER THAN THIS ,0.0,0.633,0.367,0.4404
2152,FIVE,blue_eye56,Nov 09 2020,She said no you dipshit,0.639,0.361,0.0,-0.6486
2153,FIVE,blue_eye56,Nov 09 2020,Apollo she said NO ,0.494,0.506,0.0,-0.4466
2154,FIVE,zuzypiia,Oct 10 2020,EDGY BABEY TO THE RESCUE ,0.0,0.548,0.452,0.5106
2155,FIVE,zuzypiia,Oct 10 2020,HERMES I THOUGHT YOU WERE BETTER THAN THIS— ,0.0,0.674,0.326,0.4404
2156,FIVE,zuzypiia,Oct 10 2020,apollo? asspollo?? more like asspolhoe. ,0.0,0.545,0.455,0.516
2157,FIVE,zuzypiia,Oct 10 2020,ASSPOLLO GET YOUR HANDS OFF MY BEAUTIFUL FLOWERY SPRING DEATH EDGY METAL BABEY. ,0.207,0.585,0.207,0.0
2158,FIVE,zuzypiia,Oct 10 2020,barf. ,0.0,1.0,0.0,0.0
2159,FIVE,httpxmabel,Oct 02 2020,I don't trust pretty boys or errand boys ,0.516,0.484,0.0,-0.652
2160,FIVE,mafiamenwhore,Sep 29 2020,HADESSSSS ,0.0,1.0,0.0,0.0
2161,FIVE,Julia7803,Sep 27 2020,Y'ALLLL did I not say this was gonna be like lore Olympus on webtoon  clapping hands  Apollo back the f up  clapping hands  clapping hands  ,0.0,0.898,0.102,0.3612
2162,FIVE,Julia7803,Sep 27 2020,After reading lore Olympus on webtoon I can't help but cringe when Apollo shows up... ,0.111,0.889,0.0,-0.1603
2163,FIVE,sinisterserene,Sep 20 2020,MAH MAN IS HERE ,0.0,1.0,0.0,0.0
2164,FIVE,sinisterserene,Sep 19 2020,Consent is a thing you know you idiot! ,0.342,0.477,0.181,-0.4003
2165,FIVE,-weird_ugly-,Sep 09 2020,Hades my baby!! Aahhh ,0.0,1.0,0.0,0.0
2166,FIVE,-weird_ugly-,Sep 09 2020,Fuckers leave her alone ,0.877,0.123,0.0,-0.7269
2167,FIVE,-weird_ugly-,Sep 09 2020,nah ,1.0,0.0,0.0,-0.1027
2168,FIVE,ladysartemis,Aug 24 2020,She said no so fuck off,0.626,0.374,0.0,-0.7712
2169,FIVE,boredgirl001,Aug 18 2020,PISS OFF ,0.73,0.27,0.0,-0.4019
2170,FIVE,Lollipoppurple15,Aug 12 2020,Fucking pieces of shit,0.563,0.437,0.0,-0.5945
2171,FIVE,bumblebea-,Aug 09 2020,give them jesus ,0.0,1.0,0.0,0.0
2172,FIVE,theautumnhallows,Aug 04 2020,YES! ,0.0,0.0,1.0,0.4574
2173,FIVE,theautumnhallows,Aug 04 2020,how about no ,0.524,0.476,0.0,-0.296
2174,FIVE,livintoday,Aug 03 2020,Ahhhhhhh ,0.0,1.0,0.0,0.0
2175,FIVE,livintoday,Aug 03 2020,So rude ,0.767,0.233,0.0,-0.5095
2176,FIVE,Bxtch_178,Aug 02 2020,Hadess ,0.0,1.0,0.0,0.0
2177,FIVE,Bxtch_178,Aug 02 2020,Asshole,0.0,1.0,0.0,0.0
2178,FIVE,SilentKiller258,Aug 01 2020,ARE YOU HADES OR ARE YOU HADES Ok I am giving you 3 options and you have to choose one 1  IT IS HADES 2  IT IS HADES 3(My personal favorite)  IT IS HADES HADES TO THE RESCUE  person fencing  person fencing  tornado  ,0.0,0.807,0.193,0.824
2179,FIVE,angvstvi,Jul 08 2020,hades !!! ,0.0,1.0,0.0,0.0
2180,FIVE,angvstvi,Jul 08 2020,LEAVE HER ALONEE ,0.375,0.625,0.0,-0.0516
2181,FIVE,angvstvi,Jul 08 2020,NO ,1.0,0.0,0.0,-0.296
2182,FIVE,TinyTsundere,Jun 13 2020, eyes  ,0.0,1.0,0.0,0.0
2183,FIVE,TinyTsundere,Jun 13 2020,uHh nO lol ,0.367,0.167,0.467,0.1531
2184,FIVE,cadocadont,Jun 10 2020,RAPE WHISTLE ,0.825,0.175,0.0,-0.6908
2185,FIVE,cadocadont,Jun 10 2020,Gods nasty ,0.783,0.217,0.0,-0.5574
2186,FIVE,Mikayla_xo_,Jun 06 2020, face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  ,0.218,0.345,0.437,0.9468
2187,FIVE,maiyok,May 19 2020,CONSENTT ,0.0,1.0,0.0,0.0
2188,FIVE,roracha,May 09 2020,I feel like Apollo and Hermes would be so down for a ménage à troi  with lovely Persephone here and gods  is that disturbing. Gah!!! ,0.112,0.645,0.243,0.5962
2189,FIVE,1-800-holic,May 03 2020,hades? ,0.0,1.0,0.0,0.0
2190,FIVE,1-800-holic,May 03 2020,im mad ,0.762,0.238,0.0,-0.4939
2191,FIVE,Blonde_Moments101,Apr 28 2020,UNCONSCIOUS PEOPLE DON'T. WANT. TEA! ,0.275,0.725,0.0,-0.1316
2192,FIVE,Blonde_Moments101,Apr 28 2020,Nope ,0.0,1.0,0.0,0.0
2193,FIVE,Blonde_Moments101,Apr 28 2020,*gag* ,0.0,1.0,0.0,0.0
2194,FIVE,Blonde_Moments101,Apr 28 2020,Barf. ,0.0,1.0,0.0,0.0
2195,FIVE,emilyisverycool,Apr 22 2020,someone call animal control ,0.0,1.0,0.0,0.0
2196,FIVE,rxgingpsycho,Apr 01 2020,fyor92iw482 ,0.0,1.0,0.0,0.0
2197,FIVE,rxgingpsycho,Apr 01 2020,Fuck off bitch  SHE SAID NO— DON'T MAKE ME SMITE YO CRUSTY ASS!,0.542,0.458,0.0,-0.9157
2198,FIVE,rxgingpsycho,Apr 01 2020,oh f u c k. ,0.0,1.0,0.0,0.0
2199,FIVE,botceribot101,Mar 28 2020,I don't remember Hermes being such a fking bastard ,0.368,0.632,0.0,-0.5423
2200,FIVE,Abercrombiep,Mar 23 2020,daddy Hades has ARRIVEDDD star-struck  star-struck  ,0.0,1.0,0.0,0.0
2201,FIVE,Abercrombiep,Mar 23 2020,NO MEANS NO YOU LITTLE SHIT,0.72,0.28,0.0,-0.7722
2202,FIVE,Love_fantic,Feb 05 2020,Repunzel ,0.0,1.0,0.0,0.0
2203,FIVE,RunningFromReality11,Jan 26 2020,She said no. Respect that. This is hitting a little close to home... ,0.144,0.654,0.203,0.2263
2204,FIVE,urcyanide,Dec 05 2019,yesssiiirrrr ,0.0,1.0,0.0,0.0
2205,FIVE,urcyanide,Dec 05 2019,I'm shook ,0.583,0.417,0.0,-0.1027
2206,FIVE,urcyanide,Dec 05 2019,N O ,0.0,0.0,0.0,0.0
2207,FIVE,FireFairyPrincess05,Nov 11 2019,Ohh darling  meet the death himself red heart  ,0.285,0.438,0.277,-0.0258
2208,FIVE,henotic,Oct 10 2019,Hades to the rescue!  D ,0.0,0.455,0.545,0.5562
2209,FIVE,lufemania,Oct 01 2019,I love how you describe everything it actually makes me all happy when I can imagine a movie scene playing out in my head. ,0.0,0.65,0.35,0.8658
2210,FIVE,MrPuff,Sep 30 2019,ok now hades needs to come and break this up bc weird vibes rn ,0.107,0.755,0.138,0.128
2211,FIVE,MrPuff,Sep 30 2019,move out of the way Hermès ,0.0,1.0,0.0,0.0
